,line,file_name,page_number
0,"  ferreri   Forel, 1913 ( Camponotus )
Revue Suisse de Zoologie, Genève 21: 671-672
♀ Holotypus, Kamerun, leg. Conradt, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
1,"  flavus   Crawley, 1922 ( Bothriomyrmex )
The Annals and Magazine of Natural History, including Zoology, Botany, and Geology (9), London 10: 27-29, Fig. 15
♂ ♀, ♀ Syntypen, W. Australia, Mundaring Weir, leg. Clark Nr. 21, 22, 57, 127, 147, in coll. Crawley. DEI: 6 ♀ Syntypen, W. Australia, Mundaring, leg. Clark.",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
2,"  foreli   Viehmeyer, 1914 ( Monomorium )
Archiv für Naturgeschichte, Berlin A 79 (12) [1913]: 32
♀ Syntypen, Süd Australien, Killalpaninna. DEI: 3 ♀ Syntypen, Süd Australien, Killalpaninno.",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
3,"  formosae   Forel, 1912 ( Prenolepis )
Entomologische Mitteilungen, Berlin-Dahlem 1: 73-74
Zahlreiche ♀, ♀ Syntypen, Formosa, leg. Sauter: Pilam, Kosempo und Takao. DEI: Syntypen, Formosa, leg. Sauter: 1 ♀ (ohne Hinterleib) Pilam 1.1908; 3 ♀ Pilam 2.1908; 3 ♀ Kosempo 7.1909; 4 ♀ Takao 11.1907-09.",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
4,"  formosae   Forel, 1912 ( Iridomyrmex bicknelli )
Entomologische Mitteilungen, Berlin-Dahlem 1: 70-71
♀, ♀ Syntypen, Formosa, Pilam, leg. Sauter. DEI: 2 ♀, 1 ♀ Syntypen, Formosa, Pilam, 1.1908, leg. Sauter.",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
5,"  formosae   Forel, 1912 ( Ponera japonica )
Archiv für Naturgeschichte, Berlin A 79 (6): 186-187
♀ Syntypen, Formosa, Anping, leg. Sauter. DEI: 1 ♀ Syntypus, Anping, No. 82 k, 11.7.11.",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
6,"  formosae   Forel, 1912 ( Odontomachus monticola  var.)
Entomologische Mitteilungen, Berlin-Dahlem 1: 46
♀ ♀, ♀ Syntypen, Formosa, Kankau, Pilam und Kosempo, leg. Sauter. DEI: Syntypen, Formosa, leg. Sauter: 1 ♀ Kankau VII. 09; 1 ♀, 3 ♀ Pilam I. 08; 1 ♀ Kosempo V. 09.",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
7,"  formosae   Forel, 1912 ( Triglyphothrix parvispina  var.)
Entomologische Mitteilungen, Berlin-Dahlem 1: 52-53
♀ Syntypen, Formosa, Pilam, leg. Sauter. DEI: 1 ♀ Syntypus, Formosa, Pilam, II. 08, leg. Sauter.",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
8,"  formosensis   Forel, 1913 ( Aenictps ceylonicus  var.)
Archiv für Naturgeschichte, Berlin A 79 (6): 188
♀ Syntypen, Formosa, Taihorin, leg. Sauter. DEI: 1 ♀ Syntypus, Taihorin, unter Felsbach, No 25c, (Forel unique!).",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
9,"  formosensis   Forel, 1912 ( Strumigenys feae  var.)
Entomologische Mitteilungen, Berlin-Dahlem 1: 52
♀ Syntypen, Formosa, Pilam, leg. Sauter. DEI: 1 ♀ Syntypus, Formosa, Pilam, leg. Sauter. Als Strumigenys [sic] beschrieben.",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
10,"  formosensis   Forel, 1913 ( Pheidole rhombinoda  var.)
Archiv für Naturgeschichte, Berlin A 79 (6): 193
♀ ♀, ♀ Syntypen, Formosa, Taihorin und Kankau, leg. Sauter. DEI: 8 ♀, 3 ♀, 12 ♀, 120 ♀ Syntypen, Formosa, Taihorin, VII. und VIII. 1911, leg. Sauter; 4 ♀, 102 ♀ Syntypen, Formosa, Kankau (Koshun), 5.1912, leg. Sauter.",DOI 10.21248contrib.entomol.55.1.151-250_page_47_output.json,47
11,"dispar MASI, 1933 (Tainania)
Konowia, Wien 12: 3-4, Fig. 13
4 ♂ Syntypen, Formosa, Kankau, 6.-7.-9.1912, leg. Sauter, im DEI. DEI: 3 ♂ Syntypen, Formosa, Kankau (Koshun), 8. und 9.1912, leg. Sauter.",DOI 10.21248contrib.entomol.55.1.151-250_page_37_output.json,37
12,"fischeri BRÉTHES, 1927 (Spilochalcis)
Entomologische Mitteilungen, Berlin-Dahlem 16: 332
♂ Syntypen, Rio de Janeiro, 7.6.1918, leg. Fischer, im DEI. DEI: ♂ Lectotypus, Ctr. Brasil., Rio de Janeiro, 7.6.1918, leg. Fischer, von Delvare ausgezeichnet.",DOI 10.21248contrib.entomol.55.1.151-250_page_37_output.json,37
13,"foersteri SOYKA, 1939 (Alaptus)
Natuurh. Maandbl., Maastricht 28: 18-19
Syntypen: 2 ♀ Breslau, Gabitzstr., am Fenster, 8.1933; 3 ♂, 1 ♀ Malkwitz bei Breslau, 5.1934; Valkenburg Ignatiuskolleg, am Fenster, 1 ♀ 15.10.1930, 1 ♀ 15.10.1931; Valkenburg, 1 ♀ 7.1931, 1 ♀ 28.6.1932; 1 ♀ Irland, coll. Mayer; 2 ♂ Riesengebirge, 9.1933, leg. Stammer. In coll. Soyka. DEI: 1 Syntypus, Holland, Südlimburg, Valkenburg, Kolleg, Fenster, 28.6.1932, leg. Soyka.",DOI 10.21248contrib.entomol.55.1.151-250_page_37_output.json,37
14,"frequens MASI, 1933 (Dirhinus)
Konowia, Wien 12: 7-9, Fig. 15, 16
11 ♂, 6 ♀ Syntypen, Formosa, Kankau und Tainan, leg. Sauter, im DEI. 1 ♂ Syntypus, Birmania, 10.1885, leg. Fea. 1 ♀ Syntypus, Sumatra, Padang, 1890, leg. Modigliani. DEI: Formosa, leg. Sauter: ♂ Lectotypus, Kankau (Koshun), 5.1912; 6 Paralectotypen, Kankau (Koshun), 7., 8. und 9.1912; 1 Paralectotypus, Tainan, 7.5.1909; von Bouček ausgezeichnet.",DOI 10.21248contrib.entomol.55.1.151-250_page_37_output.json,37
15,"kankauensis MASI, 1933 (Anacryptus)
Konowia, Wien 12: 12-14
2 ♀ Syntypen, Formosa, Kankau, 5.-7.1912, leg. Sauter, im DEI. DEI: Formosa, Kankau (Koshun), leg. Sauter: ♀ Lectotypus 7.1912; 1 ♀ Paralectotypus 5.1912; von Bouček ausgezeichnet.",DOI 10.21248contrib.entomol.55.1.151-250_page_37_output.json,37
16,"lugubris MASI, 1932 (Tainania)
Konowia, Wien 11: 238-240, Fig. 12; Fortsetzung in Konowia, Wien 12: 1-3; 1933
Syntypen, Formosa, Kankau, leg. Sauter: 10 ♀ 5.-8.1912, 7 ♂ 6.-8., im DEI. DEI: 17 Syntypen, Formosa, Kankau (Koshun), 5., 6., 7., 8. und 9.1912, leg. Sauter.",DOI 10.21248contrib.entomol.55.1.151-250_page_37_output.json,37
17,"maculipennis MASI, 1932 (Hoozania)
Konowia, Wien 11: 40-43, Fig. 5, 6
♀ Holotypus, Formosa, Hoozan, 2.1910, leg. Sauter, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_37_output.json,37
18,"momius MASI, 1932 (Antrocephalus)
Konowia, Wien 11: 43-46, Fig. 7
9 ♂, 14 ♀ Syntypen, Formosa: Kankau, 4.-7.1912; Taihorinsho, 10.-11.etc.; leg. Sauter, im DEI. DEI: Formosa, leg. Sauter: ♂ Lectotypus, Kankau, 5.1912; 11 Paralectotypen, Kankau, 5.+6.1912; 2 Paralectotypen, Taihorinsho, 7.11.+ 11.1909; von Narendran [Oriental Chalcididae, University of Calicut, Kerala, India: p. 43; 1989] festgelegt.",DOI 10.21248contrib.entomol.55.1.151-250_page_37_output.json,37
19,"odontomera MASI, 1933 (Chalcidiopsis)
Konowia, Wien 12: 5-7, Fig. 14
2 ♂ Syntypen, Formosa, Anping, 5.1911, leg. Sauter, im DEI. DEI: ♂ Lectotypus, 1 ♂ Paralectotypus, Formosa, Anping, 5.1911, leg. Sauter, von Bouček ausgezeichnet.",DOI 10.21248contrib.entomol.55.1.151-250_page_37_output.json,37
20,FAMILIE TORYMIDAE,DOI 10.21248contrib.entomol.55.1.151-250_page_94_output.json,94
21,"affinis MASI, 1926 (Dimeromicrus)
Konowia, Wien 5: 7-8
♀ Syntypen, Formosa, Tainan, 11.1909 und Pollaha, 12.1908, leg. Sauter, im DEI. DEI: 4 Syntypen, Formosa, Tainan, 11.1909, leg. Sauter.",DOI 10.21248contrib.entomol.55.1.151-250_page_94_output.json,94
22,"alegrensis BRETHES, 1927 (Syntomaspis)
Entomologische Mitteilungen, Berlin-Dahlem 16: 333
♀ Syntypen, Porto Alegre, 1925, leg. Wille, Parasit von Cecidoses eremita Curt., im DEI. DEI: 1 ♀ Syntypus, Porto Alegre, ex Gallen von Cecidosis eremita, 13.1.-8.2.1926.",DOI 10.21248contrib.entomol.55.1.151-250_page_94_output.json,94
23,"anephelus RATZEBURG, 1844 (Torymus)
Die Ichneumonen der Forstinsecten - Nicolai'sche Buchhandlung, Berlin, 1: 177-178
♀ Syntypen, ex Raupennestern von Liparis chrysorrhoea, 4., leg. Bouché. DEI: 2 ♀, ohne Fundortangaben, ex Coll. Ratzeburg, nach Bouček (Beiträge zur Entomologie, Berlin 14: 669; 1964) historisches Material, vielleicht Typen.",DOI 10.21248contrib.entomol.55.1.151-250_page_94_output.json,94
24,"appropinquans RATZEBURG, 1844 (Torymus)
Die Ichneumonen der Forstinsecten - Nicolai'sche Buchhandlung, Berlin, 1: 179
♀ Syntypen, aus Cynips am Harze, leg. Saxesen. DEI: ♀ Holotypus ♀ nach Bouček (Beiträge zur Entomologie, Berlin 14: 669; 1964), ohne Fundortangaben, ex coll. Ratzeburg (ohne Hinterleib).",DOI 10.21248contrib.entomol.55.1.151-250_page_94_output.json,94
25,"chalybeus RATZEBURG, 1844 (Torymus)
Die Ichneumonen der Forstinsecten - Nicolai'sche Buchhandlung, Berlin, 2: 180
Mehrere ♀ Syntypen, ex Cynips (Trigonaspis) crustalis, leg. Tischbein. DEI: 1 ♀ historisches Material, vielleicht Typus, nach Bouček (Beiträge zur Entomologie, Berlin 14: 670; 1964) ohne Fundortangaben, ex Coll. Ratzeburg.",DOI 10.21248contrib.entomol.55.1.151-250_page_94_output.json,94
26,"cultriventris RATZEBURG, 1844 (Torymus)
Ratzeburg, J.T.C. 1844, Die Ichneumonen der Forstinsekten in entomologischer und forstlicher Beziehung 1:179
♀ (und ♂?) von Saxesen aus “den kleinen kegelförmigen Gallen der Buchenblätter gezogen”. DEI: 1 ♀ ex Coll. Ratzeburg mit den Etiketten “Tipula fagi” und “cultriventris”, wahrscheinlich Syntypus.",DOI 10.21248contrib.entomol.55.1.151-250_page_94_output.json,94
27,"cyniphidum RATZEBURG, 1844 (Torymus)
Die Ichneumonen der Forstinsecten - Nicolai'sche Buchhandlung, Berlin, 1: 178-179
♂ ♀ Syntypen, ex Cynips, 7., leg. Saxesen; 1 ♀ Syntypus, ex Cynips terminalis, leg. Erichson. DEI: 1 ♀ historisches Material, vielleicht Typus nach Bouček (Beiträge zur Entomologie, Berlin 14: 669; 1964), ohne Fundortangaben, ex Coll. Ratzeburg.",DOI 10.21248contrib.entomol.55.1.151-250_page_94_output.json,94
28,"dispar MASI, 1926 (Podagrion)
Konowia, Wien 5: 19-20, Fig. 11
♂ Holotypus, Formosa, Anping, 7.8., leg. Sauter, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_94_output.json,94
29,"epibulum MASI, 1926 (Podagrion)
Konowia, Wien 5: 10-12, Fig. 3, 4",DOI 10.21248contrib.entomol.55.1.151-250_page_94_output.json,94
30,"longiabdominalis UCHIDA, 1932 (Casinaria)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 206
♀ Holotypus, Formosa, Taihorin, 7.7.1911, leg. Sauter, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_69_output.json,69
31,"longibasis CUSHMAN, 1933 (Epirhyssa)
Insecta Matsumurana, Sapporo 8: 31-32
♀ Holotypus, Formosa, Hoozan, leg. Sauter, im DEI. DEI: ♀ Holotypus, Formosa, Hoozan, 7.9.1910, leg. Sauter.",DOI 10.21248contrib.entomol.55.1.151-250_page_69_output.json,69
32,"longipetiolaris UCHIDA, 1932 (Scenocharops)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 201-202, Fig. 20
Syntypen, Formosa, leg. Sauter: 1 ♀ Hôzan, 7.9.1910; 1 ♀ Taihorin, 7.7.1911; 1 ♂, 11 ♀ ohne Angaben, 7.4.1912; im DEI. DEI: ♀ Lectotypus, Formosa, Hoozan, 7.9.1910, leg. Sauter; 1 Paralectotypus, Formosa, Kankau (Koshun), 7.4.1912, leg. Sauter; von Townes, Townes & Gupta (Memoirs of the American Entomological Institute, Ann Arbor 1: 227; 1961) festgelegt.",DOI 10.21248contrib.entomol.55.1.151-250_page_69_output.json,69
33,"lucens TORKA, 1935 (Megaplectes)
Arbeiten über morphologische und taxonomische Entomologie aus Berlin-Dahlem, Berlin 2: 158-159
♂ Holotypus, Oberschlesien, Schlanzenberg bei Neustadt, 7.6.1934, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_69_output.json,69
34,"lydivora STRAND, 1915 (Xenoschesis mordax forma)
Archiv für Naturgeschichte, Berlin 80 A (10) [1914]: 114
♂ Holotypus, Morbach, Bezirk Trier, 25.6.1914. DEI: ♂ Holotypus ?, Morbach, Bezirk Trier, 25.6.1914, nicht als lydivora ausgezeichnet.",DOI 10.21248contrib.entomol.55.1.151-250_page_69_output.json,69
35,"maculata HEDWIG, 1938 (Anilasta)
Arbeiten über morphologische und taxonomische Entomologie aus Berlin-Dahlem, Berlin 5: 225-226
5 ♂, 2 ♀ Syntypen, Schlesien, Kreis Neumarkt, Olschebruch, 4.8.1933. DEI: ♀ Lectotypus, Nimkau, 31.7.1934; 1 ♂ Paralectotypus, Nimkau, 4.8.1933, von Oehlke (Beiträge zur Entomologie, Berlin 13: 407; 1963) festgelegt.",DOI 10.21248contrib.entomol.55.1.151-250_page_69_output.json,69
36,"magnispiracularis UCHIDA, 1932 (Microcryptus)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 190
Syntypen, Formosa, leg. Sauter; 1 ♀ Suishario, 2.1911; 1 ♀ Amping, 5.1910; Taihorin 6 ♂ 1., 4., 5.1910, 2 ♂ 7.12.1911; im DEI. DEI: ♀ Lectotypus, Formosa, Suisharyo, 10.1911, leg. Sauter; 4 ♂ Paralectotypen, Formosa, Taihorin, 1.5.1910 und 7.12.11, leg. Sauter; von Townes, Townes & Gupta (Memoirs of the American Entomological Institute, Ann Arbor 1: 138; 1961) festgelegt.",DOI 10.21248contrib.entomol.55.1.151-250_page_69_output.json,69
37,"melanocerus UCHIDA, 1932 (Campoplegidea)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 203
♂ Holotypus, Formosa, Anping, 1.1910, leg. Sauter, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_69_output.json,69
38,"meuseli LANGE, 1911 (Hemiteles)
Deutsche Entomologische Zeitschrift, Berlin 1911: 542
♀ Syntypen, Ravni Padež und Crni Padež, 1420 m, 9.1910, leg. Meusel. DEI: ♀ Lectotypus, 1 ♀ Paralectotypus, Croatia, Crni Padež, 1423 m, 22.9.10, leg. Meusel; 1 ♀ Paralectotypus, Croatia, Ravni Padež, 1488 m, 26.6.10, leg. Meusel; von Oehlke & Horstmann (Beiträge zur Entomologie, Berlin 37: 151; 1987) festgelegt.",DOI 10.21248contrib.entomol.55.1.151-250_page_69_output.json,69
39,"meuseli LANGE, 1911 (Platylabus)
Deutsche Entomologische Zeitschrift, Berlin 1911: 540-541
♀ Holotypus, Südkroatien, Dundovici, 1400 m, leg. Meusel. DEI: ♀ Holotypus, Croatia, Dundovici, 1412 m, 11.6.10, leg. Meusel.",DOI 10.21248contrib.entomol.55.1.151-250_page_69_output.json,69
40,"rachifer Strand, 1915 (Halictus)
Entomologische Mitteilungen, Berlin-Dahlem 4: 66-67
♀ Holotypus, Tsingtau, Juni, leg. Hoffmann, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
41,"rectangula Meyer, 1921 (Crocisa)
Archiv für Naturgeschichte, Berlin 87A (1): 146-147
1 ♀ Syntypen, Ceylon, in coll. Meyer; 12 ♀ Syntypen, Ceylon: Paradna, Puttalam, Matala, Negombo und Naianda, im DEI; 1 ♂ Syntypus, Java, im Museum Berlin; mehrere ♂ Syntypen, Rangoon Distr. und Birma, Pegu. DEI: Syntypen, Ceylon, 1899, leg. Horn: 3 Ex. Negombo; 1 Ex. Matala; 2 Ex. Puttalam; 1 Ex. Naianda; 1 Ex. Paradna.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
42,"rectanguliceps Alfkén, 1928 (Prosopis)
Konowia, Wien 7: 57-59
3 ♂, 4 ♀ Syntypen, Zypern, Germasoyia, 1.+20.9.1924, leg. Mavromoustakis; 1 ♀ Syntypus, Syrien. DEI: 1 ♀ Syntypus, Cyprus, Gam, 1.9.1924.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
43,"reepeni Friese, 1918 (Trigona)
Zoologische Jahrbücher, Abteilung für Systematik, Ökologie und Geographie der Tiere, Jena 41: 519-520
Zahlreiche ♀ Syntypen, Hinterindien, Taiping Hills (Upp. Perak) auf Malakka, 2.1912, leg. v. Buttler-Reepen. DEI: 1 ♀ Syntypus, Malacca, Taip. Hills, 2.1912, leg. Butt. Reep.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
44,"rebobothensis Strand, 1914 (Megachile rufiventris var.)
Archiv für Naturgeschichte, Berlin 80A (9): 61
3 ♀ Syntypen, Deutsch S.-W.-Afrika, Rehoboth, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
45,"rhinula Strand, 1914 (Nomada)
Archiv für Naturgeschichte, Berlin 80A (1): 142-144
2 ♂, 2 ♀ Syntypen, Formosa, Suisharyo, X. 1911, leg. Sauter, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
46,"rubripedana Strand, 1914 (Megachile sjoestedti var.)
Archiv für Naturgeschichte, Berlin 80A (9): 61
♀ Holotypus, Afrika, Benguella, leg. Wellman, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
47,"rufispinosus Meyer, 1920 (Sphecodes gibbus)
Archiv für Naturgeschichte, Berlin 85A (1) [1919]: 113
Syntypen “südliche Stücke”, ohne nähere Angaben. DEI: 1 Syntypus, Mallorca.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
48,"rufosoma Strand, 1921 (Nomada)
Archiv für Naturgeschichte, Berlin 87A (3): 301-302
5 ♀ Syntypen, Ägypten, Pyramiden, im DEI. DEI: Lectotypus, 3 Paralectotypen, Ägypten, Pyram., von Schwarz ausgezeichnet.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
49,"rugatula Strand, 1913 (Prosopis transversicostata var.)
Supplementa Entomologica, Berlin-Dahlem 2: 24-26
Formosa, Taihorin, leg. Sauter: ♂ Holotypus, 1 ♀ Paratypus, 7.1911 und 2 ♀ Paratypen Mai. DEI: Formosa, Taihorin, leg. Sauter: 1 ♂ Holotypus, 7.1911; 2 ♀ Paratypen, 5.1910.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
50,"saba Strand, 1914 (Megachile)
Archiv für Naturgeschichte, Berlin 80A (9): 62
♂ Holotypus, Afrika, Kamerun, Dschang, 7.X., leg. v. Rothkirch, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
51,"sanctus CockereLL, 1910 (Colletes)
Entomologist, London 43: 241-242
♀ Syntypen, Thibet Exped., Gyantse, 13000’, 6.1904, leg. Walton, im British Museum. DEI: 1 Syntypus, Tibet Exped., Gyantse, 13000 Fuß, 6.1904, leg. Walton.",DOI 10.21248contrib.entomol.55.1.151-250_page_19_output.json,19
52,"sauteri UCHIDA, 1932 (Acanthojoppa)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 152-153, Fig. 5
Syntypen, Formosa, leg. Sauter: 3 ♂, 1 ♀ Kankau, 6., 8. und 9.1912; 3 ♂, 1 ♀ Taihorin, 7.11.1911; im DEI. DEI: Formosa, leg. Sauter: ♀ Lectotypus, Kankau (Koshun), 9.1912; 1 ♂ Paralectotypus, Kankau (Koshun), 6.1912; 2 ♂ Paralectotypen, Taihorin, 7.11. und 7.11.1911; von Townes, Townes & Gupta Memoirs of the American Entomological Institute, Ann Arbor 1: 342; 1961) festgelegt.",DOI 10.21248contrib.entomol.55.1.151-250_page_75_output.json,75
53,"sauteri UCHIDA, 1932 (Amblyteles)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 161
♂ Holotypus, Formosa, Taihorin, 7.7.1911, leg. Sauter, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_75_output.json,75
54,"sauteri UCHIDA, 1932 (Campoplegidea)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 204
Syntypen, Formosa, leg. Sauter: 8 ♂, 1 ♀ Taihorin, 5.1910; 1 ♂ Hōzan, 5.1910; im DEI. DEI: ♂ Lectotypus, 3 Paralectotypen, Formosa, Taihorin, 5.1910, leg. Sauter; 1 Paralectotypus, Formosa, Taihorin, 7.6.1911; 1 ♂ Paralectotypus, Formosa, Hoozan, 5.1910, leg. Sauter; von Hinz (Deutsche Entomologische Zeitschrift, N. F., Berlin 26: 217; 1979) festgelegt.",DOI 10.21248contrib.entomol.55.1.151-250_page_75_output.json,75
55,"sauteri UCHIDA, 1932 (Coelichneumon)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 147-148, Fig. 2
♀ Holotypus, Formosa, Taihorin, 7.11.1911, leg. Sauter, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_75_output.json,75
56,"sauteri CUSHMAN, 1937 (Enicospilus)
Arbeiten über morphologische und taxonomische Entomologie aus Berlin-Dahlem, Berlin 4: 310, Fig. 12
♂ Holotypus, Formosa, Taihorin, leg. Sauter, im DEI. DEI: Holotypus, Formosa, Taihorin, 7.7.1911, leg. Sauter.",DOI 10.21248contrib.entomol.55.1.151-250_page_75_output.json,75
57,"sauteri CUSHMAN, 1933 (Exeristes)
Insecta Matsumurana, Sapporo 8: 36
♀ Holotypus, 1 ♂ Paratypus, Formosa, Kankau (Koshun), leg. Sauter, Holotypus im DEI, Paratypus Nr. 43912 im U. S. Nat. Museum. DEI: ♀ Holotypus, Formosa, Kankau (Koshun), 5.1912, leg. Sauter.",DOI 10.21248contrib.entomol.55.1.151-250_page_75_output.json,75
58,"sauteri UCHIDA, 1932 (Goryphus)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 178-179
♀ Holotypus, Formosa, Taihorin, 7.11.1911, leg. Sauter, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_75_output.json,75
59,"sauteri UCHIDA, 1932 (Limnerium)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 206-207
♀ Holotypus, Formosa, Taihorin, 7.11.1911, leg. Sauter, im DEI (ohne Abdomen).",DOI 10.21248contrib.entomol.55.1.151-250_page_75_output.json,75
60,"sauteri UCHIDA, 1932 (Listrognathus)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 183-184
Syntypen, Formosa, Taihorin, 2 ♂ 4.1910, 2 ♂ 7.12.1911, leg. Sauter, im DEI. DEI: Formosa, Taihorin, leg. Sauter: ♂ Lectotypus, 7.12.1911; 1 ♂ Paralectotypus, 4.1910; von Townes, Townes & Gupta (Memoirs of the American Entomological Institute, Ann Arbor 1: 176; 1961) festgelegt.",DOI 10.21248contrib.entomol.55.1.151-250_page_75_output.json,75
61,"sauteri UCHIDA, 1932 (Mesoleptus)
Journal of the Faculty of Agriculture, Hokkaido Imperial University, Sapporo 33: 214-215
2 ♂, 4 ♀ Syntypen, Formosa, Kankau, 8.-11.1912, leg. Sauter, im DEI. DEI: Formosa, Kankau, leg. Sauter: ♀ Lectotypus, 5.1912; 1 ♂, 1 Ex. ohne Abdomen Paralectotypen, 9.1912; 1 Paralectotypus ohne Abdomen, 8.1912; von Townes, Townes & Gupta (Memoirs of the American Entomological Institute, Ann Arbor 1: 217; 1961) festgelegt.",DOI 10.21248contrib.entomol.55.1.151-250_page_75_output.json,75
62,"  pyrrhomerus   MASI, 1922 ( Dinarmus sauteri  var.)
Bollettino del Laboratorio di Zoologia Generale e Agraria della Facoltà Agraria in Portici, Portici 15 [1921]: 271 Genaue Beschreibung und Fundortangaben in Konowia, Wien 5 [1926]: 362-363, Fig. 35; 1927 Syntypen (Angaben aus Konowia), Formosa, leg. Sauter: 2 ♀ Kankau, 5.-6.1912; 1 ♂ Pilam, 7.1912; im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_88_output.json,88
63,"  robusta   RUSCHKA, 1923 ( Perniphora )
Entomologische Mitteilungen, Berlin-Dahlem 12: 198-201, Fig. 1-9
♀ Syntypen Mark Brandenburg, Oberförsterei Grumsin bei Angermünde, aus Erlenrollen gezogen die mit Hylecoetus dermestoides L. und verschiedenen Ipiden (Anisandrus dispar F., Xyleborus saxeseni Ratz., Xyloterus domesticus L. und signatus F.) besetzt waren, leg. Eckstein. Typen im DEI, Cotypen in der Forstakademie Eberswalde und coll. Ruschka. DEI: 2 ♀ Syntypen, ohne Fundortangaben.",DOI 10.21248contrib.entomol.55.1.151-250_page_88_output.json,88
64,"  ruschkae   MASI, 1927 ( Picroscytus )
Konowia, Wien 5 [1926]: 359-360
♀ Holotypus, Formosa, Kankau, 7.1912, leg. Sauter, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_88_output.json,88
65,"  sauteri   MASI, 1922 ( Dinarmus )
Bollettino del Laboratorio di Zoologia Generale e Agraria della Facoltà Agraria in Portici, Portici 15 [1921]: 270, 272.
Genaue Beschreibung und Fundortangaben: Konowia, Wien 5 [1926]: 360-362, Fig. 34; 1927; Angaben aus Konowia: 4 ♀ Syntypen, Formosa, Kankau, 4.1912, leg. Sauter. DEI: 1 ♀ Syntypus, mit den Angaben der Beschreibung.",DOI 10.21248contrib.entomol.55.1.151-250_page_88_output.json,88
66,"  schmidtii   BRÉTHES, 1927 ( Idiobia )
Entomologische Mitteilungen, Berlin-Dahlem 16: 330-331
Holotypus, Costa Rica, San José, leg. Schmidt, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_88_output.json,88
67,"  sieboldi   RATZEBURG 1852 ( Pteromalus )
Die Ichneumonen der Forstinsecten - Nicolaische Buchhandlung, Berlin, 3: 230
♀ Syntypen, aus Chrysomela populi, 16/8, leg. v. Siebold; Syntypen, aus Chrysomela populi, leg. Reissig. DEI: 1 ♀ historisches Material, vielleicht Typus (Boucek, Beiträge zur Entomologie, Berlin 14: 672; 1964), ohne Fundortangaben, ex Coll. Ratzeburg.",DOI 10.21248contrib.entomol.55.1.151-250_page_88_output.json,88
68,"  sinica   MASI, 1927 ( Eurydinotomorpha )
Konowia, Wien 5 [1926]: 363-365, Fig. 36
♀ Holotypus, Formosa, Chosokei, 1914, leg. Sauter, im DEI.",DOI 10.21248contrib.entomol.55.1.151-250_page_88_output.json,88
